#Drug	Gene	DrugBankID	SMILES
DB00777	P28335	DB00777	CCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CC(C)N(C)C)C=C1
DB01003	P25815	DB01003	OC(COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O)COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O
DB01029	P11712	DB01029	CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
DB05271	P35462	DB05271	CCCN(CCC1=CC=CS1)C1CCC2=C(C1)C=CC=C2O
DB01594	A8MPY1	DB01594	OC1N=C(C2=CC=CC=C2F)C2=C(C=CC(Cl)=C2)N(CCC#N)C1=O
DB01006	P11511	DB01006	NaN
DB04695	Q03426	DB04695	NaN
DB00295	P35503	DB00295	[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O
DB00004	P31785	DB00004	NaN
DB00568	O95180	DB00568	NaN
DB00821	P23219	DB00821	NaN
DB01005	P23921	DB01005	NC(=O)NO
DB01189	P47870	DB01189	FC(F)OC(F)C(F)(F)F
DB04464	Q02221	DB04464	[H][C@@](CCSC)(NC=O)C(O)=O
DB00444	P20815	DB00444	[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])COC(O[C@@]2([H])[C@H](O)[C@H]1O)C1=CC=CS1
DB02097	Q9BZX2	DB02097	NC1=NC(=O)N(C=C1)[C@@H]1O[C@@H](CO)[C@H](O)[C@H]1O
DB00255	P03372	DB00255	CCC(=C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
DB00349	O14764	DB00349	CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O
DB00753	P23415	DB00753	NaN
DB00404	Q99928	DB00404	CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12
DB01050	P37231	DB01050	NaN
DB00327	P35372	DB00327	[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O
DB01431	P08684	DB01431	NaN
DB00588	P06401	DB00588	[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
DB00877	P62942	DB00877	[H][C@@]1(C[C@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC
DB04525	P18031	DB04525	CCCCCNC(=O)[C@@H](CC1=CC=C(OCC(O)=O)C(=C1)C(O)=O)NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)CCC(O)=O
DB04898	P11712	DB04898	CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCC1=CC=C(C=C1)C(\N)=N\O)C1CCCCC1
DB05240	P42336	DB05240	NaN
DB06335	P08684	DB06335	N[C@H](C(=O)N1[C@H]2C[C@H]2C[C@H]1C#N)C12CC3CC(CC(O)(C3)C1)C2
DB00208	P05181	DB00208	NaN
DB01576	Q05940	DB01576	NaN
DB09079	P06239	DB09079	COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(O)=N2
DB04884	P08908	DB04884	NaN
DB02367	P08254	DB02367	CCCCOC1=CC=C(C=C1)S(=O)(=O)N1C[C@H](C[C@@H]1C(=O)NO)NS(C)(=O)=O
DB07562	P24941	DB07562	CN(C)C1=CC=C(NC2=NC(=CC=N2)C2=C(C)N=C(C)S2)C=C1
DB00623	P05177	DB00623	OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1
DB03298	P12931	DB03298	NaN
DB01496	Q16445	DB01496	FC(F)(F)C1=CC=CC=C1C1=CC=C(CC2C(=O)NC(=S)NC2=O)O1
DB00794	P34903	DB00794	CCC1(C(=O)NCNC1=O)C1=CC=CC=C1
DB00540	P20309	DB00540	NaN
DB00801	Q8N1C3	DB00801	FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1
DB01229	P11511	DB01229	[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C
DB00762	O60656	DB00762	CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=C1C=C(OC(=O)N1CCC(CC1)N1CCCCC1)C=C2
DB00897	P28472	DB00897	CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12
DB07091	P07477	DB07091	[H][C@]1(CCCN1C(=O)COC1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N
DB01189	P98194	DB01189	FC(F)OC(F)C(F)(F)F
DB00408	P28221	DB00408	NaN
DB00129	P05089	DB00129	NCCC[C@H](N)C(O)=O
DB06905	P30153	DB06905	[H][C@](C)(\C=C(/C)\C=C\[C@]([H])(N)[C@]([H])(C)C(O)=O)[C@]([H])(CC1=CC=CC=C1)OC
DB03712	P12931	DB03712	CC(=O)N[C@@H](CC1=CC=C(CC(O)=O)C(=C1)C(O)=O)C(=O)N[C@@H]1CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O
DB00401	Q01668	DB00401	NaN
DB00114	P20711	DB00114	CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
DB03147	P09622	DB03147	CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2
DB00370	P41145	DB00370	NaN
DB02678	P47929	DB02678	N[C@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O
DB03013	P61626	DB03013	CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]1O
DB03744	P06737	DB03744	[H][C@@](CC1=CC=CC=C1)(NC(=O)C1=CC2=C(N1)C=CC(Cl)=C2)C(=O)N1CC(C1)C(O)=O
DB00418	Q16445	DB00418	NaN
DB01049	P18825	DB01049	NaN
DB04468	P62508	DB04468	CC\C(=C(\C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1
DB06016	P08684	DB06016	CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)C2=C(Cl)C(Cl)=CC=C2)CC1
DB05125	Q02127	DB05125	NaN
DB00071	P06400	DB00071	NaN
DB01110	Q9H252	DB01110	NaN
DB04014	P49841	DB04014	[O-][N+](=O)C1=CC2=C(NC3=C2CC(=O)NC2=C3C=CC=C2)C=C1
DB05740	P36544	DB05740	NaN
DB00340	P11229	DB00340	NaN
DB00642	P22102	DB00642	NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@H](CCC(O)=O)C(O)=O)N1
DB00473	Q14524	DB00473	NaN
DB05004	P50391	DB05004	NaN
DB06148	P10635	DB06148	NaN
DB00115	Q8IVH4	DB00115	NaN
DB07685	P24941	DB07685	NS(=O)(=O)C1=CC=C(NC2=CC(OCC3CCCCC3)=NC3=NC=NN23)C=C1
DB00176	P33261	DB00176	NaN
DB08907	P31639	DB08907	[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=CC=C(C)C(CC2=CC=C(S2)C2=CC=C(F)C=C2)=C1
DB04973	P04049	DB04973	NaN
DB00180	P04150	DB00180	[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO
DB04579	P07858	DB04579	CCOC(=O)[C@@H](O)CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)CC)C(O)=O
DB00894	P11511	DB00894	[H][C@@]12CCC3=CC(=O)C=C[C@]3(C)[C@@]1([H])CC[C@]1(C)OC(=O)CC[C@@]21[H]
DB03485	P02788	DB03485	C[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
DB03821	P15289	DB03821	N[C@@H]([C@H](O)OP(O)(O)=O)C(O)=O
DB01873	Q71U36	DB01873	C[C@H]1CCC\C(C)=C/C[C@@H](OC(=O)C[C@@H](O)C(C)(C)C(=O)[C@@H](C)[C@@H]1O)C(\C)=C\C1=CSC(C)=N1
DB04355	Q7Z4J2	DB04355	OC[C@@H]1O[C@H](O[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=CC(=O)NC2=O)[C@@H](O)[C@H](O)[C@H]1O
DB01080	P80404	DB01080	NC(CCC(O)=O)C=C
DB00180	P08684	DB00180	[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO
DB04763	P00918	DB04763	NaN
DB00315	P30939	DB00315	CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12
DB02481	P00325	DB02481	O=CNCC1=CC=CC=C1
DB00186	Q99928	DB00186	OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2
DB04959	Q5T4S7	DB04959	NaN
DB00142	Q5JPH6	DB00142	N[C@@H](CCC(O)=O)C(O)=O
DB00786	P08253	DB00786	CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C
DB00155	O95865	DB00155	N[C@@H](CCCNC(N)=O)C(O)=O
DB05465	P36888	DB05465	COC1=C(OCCCN2CCCCC2)C=C2N=CN=C(N3CCN(CC3)C(=O)NC3=CC=C(OC(C)C)C=C3)C2=C1
DB06693	P23141	DB06693	[H][C@@](O)(CC[C@@]1([H])[C@@]([H])(C)C=CC2=CCC[C@]([H])(OC(=O)[C@@]([H])(C)CC)[C@]12[H])C[C@@]([H])(O)CC(O)=O
DB00656	P08908	DB00656	NaN
DB05490	P37231	DB05490	[H][C@@]12CCCN1C(=O)[C@@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC2=O)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](N)CCCNC(N)=N
DB03934	P99999	DB03934	NaN
DB00726	Q01959	DB00726	NaN
DB07187	P15121	DB07187	CC1=C(OC2=CC=C(Cl)C=C12)S(=O)(=O)C1=NNC(=O)C=C1
DB08113	P61925	DB08113	N1N=C(C2=C1C=CC=C2)C1=CC=NC=C1
DB00246	P08913	DB00246	ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1
DB04444	Q7Z406	DB04444	NaN
DB04871	P11509	DB04871	NaN
DB09102	Q9HB55	DB09102	Cl.Cl.[H][C@](N=C(O)OC)(C(C)C)C(=O)N1CCC[C@@]1([H])C1=NC=C(N1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CN=C(N1)[C@]1([H])CCCN1C(=O)[C@@]([H])(N=C(O)OC)C(C)C
DB00897	P20815	DB00897	CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12
DB01708	Q92731	DB01708	[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C
DB07471	P20248	DB07471	[H][C@](C)(OC1=C(SC(=C1)N1C=NC2=CC(OC)=C(OC)C=C12)C(N)=O)C1=CC=CC=C1Cl
DB00909	Q9UI33	DB00909	NS(=O)(=O)CC1=NOC2=CC=CC=C12
DB01107	O00591	DB01107	CCC1(CC)C(=O)NCC(C)C1=O
DB00655	P20815	DB00655	[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
DB00364	P09038	DB00364	O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@H](O[C@]2(COS(=O)(=O)O[Al](O)O)O[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]2OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O
DB06403	P16662	DB06403	COC([C@H](OC1=NC(C)=CC(C)=N1)C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1
DB07829	Q16539	DB07829	FC1=CC=C(C=C1)C1=NNC=C1C1=CC=NC=C1
DB01366	P07550	DB01366	CC[C@H](NC(C)C)[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1
DB02325	P07478	DB02325	CC(C)O
DB00890	P03372	DB00890	CC=C(C(=CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
DB00121	Q9Y289	DB00121	[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2
DB04600	P00918	DB04600	NS(=O)(=O)OC1=CC=C(CN(N2C=NN=C2)C2=CC=C(C=C2)C#N)C=C1Br
DB07624	P28845	DB07624	[H][C@@]1(C)CN(CC2(CC2)C(N)=O)CCN1S(=O)(=O)C1=CC=C(C=C1)[C@](C)(O)C(F)(F)F
DB01149	P08684	DB01149	NaN
DB00062	P02649	DB00062	NaN
DB00200	Q96EY8	DB00200	NaN
DB00898	P31644	DB00898	CCO
DB00114	P21549	DB00114	CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
DB00522	P05981	DB00522	OC(=O)C1=CC=C(NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)C2=CC=CC=C2)C=C1
DB00233	Q9NZK7	DB00233	NC1=CC(O)=C(C=C1)C(O)=O
DB00731	P23219	DB00731	CC(C)C1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O
DB00495	P11509	DB00495	CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O
DB08411	P01857	DB08411	[H][C@@](C)(NC(=O)CCC[P@](O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O)C(O)=O
DB04147	P08100	DB04147	NaN
DB00257	P10635	DB00257	NaN
DB03738	Q96CD2	DB03738	OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)N\C=C\S
DB00647	P41143	DB00647	NaN
DB01242	P28335	DB01242	NaN
DB07278	P00742	DB07278	O=C([C@@](C)([H])N1CC[C@]([H])(NS(=O)(=O)\C=C\C2=CC=C(Cl)S2)C1=O)N1CCOCC1
DB02779	Q06124	DB02779	NaN
DB07988	P08254	DB07988	[H][C@@](CC1=C(F)C(F)=C(F)C(F)=C1F)(NC(=O)NC1=NN=C(S)S1)C(=O)NC
DB01033	P00492	DB01033	S=C1N=CNC2=C1NC=N2
DB00334	P35348	DB00334	CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2
DB06822	P01008	DB06822	NaN
DB00898	Q8WXA8	DB00898	CCO
DB05812	P10635	DB05812	[H][C@@]12CC=C(C3=CC=CN=C3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C
DB00747	P14410	DB00747	CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1
DB00128	P08243	DB00128	N[C@@H](CC(O)=O)C(O)=O
DB00241	O14764	DB00241	NaN
DB00184	Q9GZZ6	DB00184	NaN
DB08340	P68400	DB08340	N(C1=CC=CC=C1)C1=NC2=CC=NN2C(NC2=CC=CC=C2)=N1
DB03777	P41743	DB03777	CN(C)CCCN1C=C(C2=C1C=CC=C2)C1=C(C(=O)NC1=O)C1=CNC2=C1C=CC=C2
DB08903	P08684	DB08903	COC1=NC2=C(C=C(Br)C=C2)C=C1[C@@H](C1=CC=CC=C1)[C@@](O)(CCN(C)C)C1=CC=CC2=C1C=CC=C2
DB00237	P42262	DB00237	NaN
DB01110	Q86W47	DB01110	NaN
DB00197	P62508	DB00197	CC1=C(C)C2=C(CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)O2)C(C)=C1O
DB07933	Q92731	DB07933	[H][C@@]12CCC[C@]1([H])[C@@]([H])(OC1=C2C=C(O)C=C1)C1=CC=C(O)C=C1
DB07324	P07900	DB07324	CC1=CC(=NC(N)=N1)C#CC1=C(CNN2C=COC2=O)C=CC=C1
DB07099	P09960	DB07099	NCC(=O)NC1=CC=C(OCC2=CC=CC=C2)C=C1
DB07786	P00813	DB07786	[H][C@@](C)(O)[C@]([H])(CCC1=CC=CC2=C1OC(=N2)C1=CC=C(Cl)C=C1)N1C=NC(=C1)C(N)=O
DB00153	Q07973	DB00153	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C
DB00131	P23109	DB00131	NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1
DB01008	P08263	DB01008	NaN
DB00289	P33261	DB00289	NaN
DB03088	P01709	DB03088	OC(=O)[C@H]1CCC(=O)N1
DB00846	P04150	DB00846	[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)CC[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO
DB00155	Q9Y2J8	DB00155	N[C@@H](CCCNC(N)=O)C(O)=O
DB02709	P04798	DB02709	OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1
DB04273	P11086	DB04273	NaN
DB01215	P48169	DB01215	ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1
DB00194	P00813	DB00194	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
DB04395	P19367	DB04395	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)NP(O)(O)=O)[C@H](O)[C@H]1O
DB00562	O43570	DB00562	NS(=O)(=O)C1=C(Cl)C=C2NC(CSCC3=CC=CC=C3)=NS(=O)(=O)C2=C1
DB01096	P10635	DB01096	CC(C)NCC1CCC2=CC(CO)=C(C=C2N1)[N+]([O-])=O
DB00695	P00918	DB00695	NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O
DB03397	Q9UBQ6	DB03397	CC(=O)N[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[P@](O)(=O)O[P@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=CC(=O)NC1=O
DB05271	P08684	DB05271	CCCN(CCC1=CC=CS1)C1CCC2=C(C1)C=CC=C2O
DB06888	P24941	DB06888	[H][C@]12CN(CCN3NC4=C(C=CC=C4C3=O)C3=NC4=C(NC3=O)C=CC=C4O1)[C@]([H])(C)C2
DB01307	P06213	DB01307	NaN
DB00621	P10275	DB00621	NaN
DB05219	Q07343	DB05219	NCC1=CC=C(OC2=CC=C3B(O)OCC3=C2)C=C1
DB00327	P08684	DB00327	[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O
DB00273	P39086	DB00273	[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2
DB04263	P11926	DB04263	CN[C@H]1[C@H](O)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@@H]([C@@H](C)O)[C@H](O)[C@@H](O)[C@@H]3N)[C@H]2O)OC[C@]1(C)O
DB00172	O43447	DB00172	OC(=O)[C@@H]1CCCN1
DB00470	P23219	DB00470	[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=C2C(O)=CC(CCCCC)=C1
DB04272	Q14749	DB04272	OC(=O)CC(O)(CC(O)=O)C(O)=O
DB00114	P19113	DB00114	CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
DB08860	P16662	DB08860	O[C@H](C[C@H](O)\C=C\C1=C(N=C2C=CC=CC2=C1C1=CC=C(F)C=C1)C1CC1)CC(O)=O
DB06928	Q04609	DB06928	NaN
DB01863	O43739	DB01863	NaN
DB01267	P18825	DB01267	CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCC(O)C2=N1
DB08292	P08238	DB08292	OC1=CC(O)=C2C(CC(=O)CCC\C=C/CCOC2=O)=C1Cl
DB00292	Q9UN88	DB00292	NaN
DB01016	P50416	DB01016	COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
DB01225	P01008	DB01225	NaN
DB00368	P54219	DB00368	NC[C@H](O)C1=CC(O)=C(O)C=C1
DB01472	P35348	DB01472	NaN
DB04799	P22695	DB04799	CCCCCCCCCCCC1=C(O)C(=O)C2=C(N=CS2)C1=O
DB00005	P12318	DB00005	NaN
DB08846	P22748	DB08846	OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2
DB03929	P29508	DB03929	N[C@H](CO)C(O)=O
DB07783	P00813	DB07783	[H][C@](CO)(CCN1C=CC2=C1C=C(NC(=O)CCC1=CC=CC=C1)C=C2)N1C=NC(=C1)C(N)=O
DB07986	P08254	DB07986	OC(=O)CNS(=O)(=O)C1=CC=C(C=C1)N1CCC(CC1)C1=CC=CC=C1
DB01949	P14780	DB01949	CNC(=O)[C@@H](N)C(C)(C)C
DB00749	P35503	DB00749	CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1
DB07622	P24941	DB07622	CN1CCN(CC1)NC(=O)NC1=CC=CC2=C1C(=O)C1=C(NN=C21)C1=C(C)N=C(C)S1
DB04410	P07478	DB04410	NaN
DB00278	P00734	DB00278	C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
DB00738	P33261	DB00738	NaN
DB08233	P20248	DB08233	OC1=CC=C(NC2=NC(OCC3CCCCC3)=C3N=CNC3=N2)C=C1
DB00898	P48544	DB00898	CCO
DB00231	P28476	DB00231	CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1
DB02359	P07900	DB02359	CCCCN1C(CC2=CC(OC)=CC=C2OC)=NC2=C(N)N=CN=C12
DB04654	P20231	DB04654	O=CCCCC1CCNCC1
DB09217	P35354	DB09217	CC1(C)OC(=O)C(OCC2CC2)=C1C1=CC=C(C=C1)S(C)(=O)=O
DB01049	Q99928	DB01049	NaN
DB01104	Q01959	DB01104	NaN
DB01188	P05023	DB01188	CC1=CC(=O)N(O)C(=C1)C1CCCCC1
DB03332	P29474	DB03332	NC1=NC2=C(N3[C@@H](COC3=O)CN2)C(=O)N1
DB00117	Q99624	DB00117	N[C@@H](CC1=CN=CN1)C(O)=O
DB07340	Q9NQS7	DB07340	C1CCC(CC1)NC1=C2N=CNC2=NC(NC2=CC=C(C=C2)N2CCOCC2)=N1
DB08549	P18031	DB08549	[H][C@]1(CC2=C(CN1C(=O)OCC1=CC=CC=C1)C=C(NS(O)(=O)=O)C=C2)C(=O)NC
DB00264	P08588	DB00264	COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB04400	P07101	DB04400	C[C@@H](O)[C@@H](O)C1=NC2=C(NC1)N=C(N)NC2=O
DB00420	P28335	DB00420	NaN
DB00695	P52209	DB00695	NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O
DB05332	P40238	DB05332	NaN
DB05595	P15328	DB05595	NaN
DB00025	O14832	DB00025	NaN
DB04434	P36897	DB04434	NaN
DB01791	P27815	DB01791	COC1=CC=C(C=C1OC1CCCC1)C(=O)NC1=C(Cl)C=NC=C1Cl
DB00513	P08519	DB00513	NCCCCCC(O)=O
DB06287	P10635	DB06287	OCC(C)(CO)C(=O)O[C@@H]1CC[C@@H](C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@@H](OC)C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)C[C@H]1OC
DB00320	P28221	DB00320	[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
DB00289	Q14957	DB00289	NaN
DB00490	P10635	DB00490	NaN
DB08693	P17538	DB08693	[H][C@@](CC1=CC=C(Cl)C=C1)(NC(C)=O)[B-](O)(O)O
DB07339	P16083	DB07339	[H][C@@]1(O)CN(C)C2=CC(=O)C(=O)C=C12
DB04470	P07477	DB04470	CC(C)COC1=C([O-])C(=CC=C1)C1=NC2=CC(=CC=C2N1)C(N)=[NH2+]
DB02471	Q6UWM7	DB02471	OC[C@H]1[C@H](O)[C@@H](O)[C@H](O)C2=NN=NN12
DB05457	P04818	DB05457	NaN
DB01267	P28221	DB01267	CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCC(O)C2=N1
DB07784	P01834	DB07784	[H][C@]12C(=O)N(C(=O)[C@@]1([H])[C@@]1(CC[C@@]2([H])CC1)NC(=O)OCC(O)=O)C1=CC=C(NC(C)=O)C=C1
DB01103	P20815	DB01103	NaN
DB01221	P08908	DB01221	CNC1(CCCCC1=O)C1=CC=CC=C1Cl
DB05743	P28221	DB05743	NaN
DB01029	P30556	DB01029	CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
DB00317	P33261	DB00317	COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1
DB05246	O43497	DB05246	CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1
DB01963	P17538	DB01963	NaN
DB04077	P84077	DB04077	OCC(O)CO
DB08765	P14174	DB08765	NS(=O)(=O)C1=NC2=C(S1)C=C(O)C=C2
DB00408	P35367	DB00408	NaN
DB08773	Q15596	DB08773	OC1=CC=C(C=C1)C1=CC2=C(S1)C=C(O)C=C2
